nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours
Mathis,Ricky,41.0,143.9,68.1,H,non,bac,Provence-Alpes-Côte d’Azur,non,non,2327.0,célibataire,3.0,0.64,601.6,10000.0,500.0,433.0
Simpson,Sally,40.0,179.7,63.7,H,oui,bac,Auvergne-Rhône-Alpes,non,non,2542.0,divorcé,2.0,0.29,421.0,10000.0,500.0,1814.0
Conner,Angela,45.0,159.4,62.8,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1928.0,veuf,4.0,0.53,500.6,5000.0,500.0,464.0
Tran,Ana,66.0,180.6,99.3,F,non,bac,Corse,non,non,3144.0,divorcé,3.0,0.71,479.4,175.25,500.0,1876.0
Lee,Glen,71.0,165.7,51.7,F,non,bac+2,Hauts-de-France,non,oui,1311.0,marié,4.0,0.32,471.4,5000.0,500.0,1118.0
Wood,Kaitlyn,67.0,185.9,55.8,H,oui,bac,Hauts-de-France,oui,oui,2073.0,marié,5.0,0.17,517.0,5000.0,2957.735052299841,1531.0
Peters,Richard,50.0,165.8,60.1,H,oui,bac,Normandie,oui,oui,2271.0,marié,1.0,0.01,551.2,5000.0,10100.043128108056,622.0
Rivera,Jordan,52.0,166.6,48.8,H,oui,aucun,Hauts-de-France,non,non,500.0,célibataire,2.0,0.23,807.0,5000.0,500.0,1664.0
Anderson,Kelly,71.0,170.3,63.6,H,oui,master,Normandie,non,oui,1726.0,veuf,0.0,0.24,573.8,10000.0,18950.107921604256,294.0
Dalton,Joshua,58.0,167.5,55.5,H,non,master,Auvergne-Rhône-Alpes,non,non,2293.0,marié,2.0,0.27,425.0,884.55,564.7858833290218,1052.0
Torres,Thomas,34.0,168.2,50.6,F,non,bac,Normandie,oui,oui,2531.0,marié,2.0,0.73,500.0,5000.0,500.0,1318.0
Reed,Sarah,47.0,177.7,73.0,F,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1414.0,marié,0.0,0.98,344.0,5000.0,13904.822032884444,1436.0
Hoffman,Courtney,67.0,172.9,63.1,H,non,aucun,Corse,oui,oui,3963.0,divorcé,2.0,0.43,542.2,5000.0,500.0,1552.0
Miller,Michael,55.0,178.8,74.0,H,oui,master,Occitanie,oui,oui,3299.0,marié,2.0,0.32,622.4,9000.0,16118.51763534448,1741.0
Carr,Douglas,54.0,172.6,76.8,F,non,aucun,Hauts-de-France,oui,non,1144.0,divorcé,3.0,0.15,603.8,6255.338000000001,500.0,1248.0
Thompson,Nichole,66.0,165.1,55.8,H,oui,bac,Corse,oui,non,3106.0,divorcé,2.0,0.37,461.8,5000.0,500.0,364.0
Moore,April,52.0,172.3,68.5,F,non,bac,Normandie,non,non,2301.0,marié,3.0,0.66,581.2,1215.84,500.0,897.0
Hall,Sara,24.0,171.7,93.9,H,non,aucun,Corse,non,oui,2920.0,marié,3.0,0.11,765.0,10000.0,500.0,1710.0
Cruz,Daniel,43.0,163.1,58.9,F,non,bac,Hauts-de-France,non,oui,4147.0,marié,1.0,0.58,526.6,10000.0,1303.426423485049,1648.0
Estrada,Steven,33.0,181.2,84.2,F,non,bac+2,Bretagne,non,non,1804.0,marié,4.0,0.3,645.0,5000.0,500.0,1494.0
Hawkins,Kathryn,33.0,151.8,64.7,F,oui,master,Hauts-de-France,non,non,2762.0,veuf,5.0,0.32,440.0,1603.2759999999998,500.0,1365.0
Mendez,Kristopher,46.0,163.9,61.0,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2489.0,divorcé,3.0,0.21,623.0,4318.2699999999995,5228.925359555471,1002.0
Patrick,Gregory,63.0,143.7,49.8,F,non,aucun,Hauts-de-France,oui,oui,500.0,marié,3.0,0.68,616.0,5000.0,500.0,785.0
Ross,Michael,32.0,169.8,60.1,H,non,master,Provence-Alpes-Côte d’Azur,non,non,1990.0,marié,1.0,0.06,565.4,5000.0,500.0,984.0
Williams,Barbara,25.0,184.2,78.5,F,non,aucun,Corse,oui,oui,3217.0,marié,3.0,0.92,545.6,5000.0,500.0,1618.0
Todd,Elizabeth,59.0,174.5,56.0,H,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1828.0,marié,3.0,0.05,682.6,5000.0,500.0,667.0
Richardson,Jennifer,59.0,178.8,67.5,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1712.0,divorcé,3.0,0.6,656.4,551.68,30608.618250535248,772.0
Castro,Eric,28.0,154.8,46.9,H,non,master,Hauts-de-France,oui,oui,633.0,divorcé,1.0,0.92,300.0,10000.0,3681.716862447288,1799.0
Carlson,Desiree,25.0,161.0,47.6,H,non,bac,Corse,non,oui,3586.0,célibataire,2.0,0.32,788.0,296.61,11435.755695720103,1032.0
Stone,James,38.0,185.0,57.2,H,oui,aucun,Hauts-de-France,non,non,3344.0,veuf,2.0,0.69,791.0,2354.174,500.0,1778.0
White,Joseph,70.0,168.8,78.6,H,non,bac,Occitanie,oui,non,1808.0,divorcé,1.0,0.45,689.0,8139.62,500.0,753.0
Clark,Johnathan,67.0,163.3,103.8,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3383.0,veuf,3.0,0.49,804.0,5000.0,2600.2234067969134,1423.0
Garrett,Christopher,43.0,181.1,78.7,H,oui,doctorat,Hauts-de-France,non,oui,3568.0,divorcé,1.0,0.46,784.0,1006.02,38581.58326076975,1848.0
Kelly,Christopher,52.0,170.3,63.8,H,non,doctorat,Corse,oui,oui,3605.0,divorcé,1.0,0.61,546.0,5000.0,14852.347077061037,1763.0
Cook,William,28.0,180.8,61.8,F,oui,master,Corse,non,oui,1995.0,divorcé,5.0,0.25,488.0,5000.0,11408.76158074839,883.0
Phillips,Dean,36.0,173.5,57.8,H,non,bac,Bretagne,non,oui,678.0,veuf,4.0,0.52,676.4,1039.94,8427.301954426792,1239.0
Martinez,Rachel,62.0,154.6,72.6,F,non,bac+2,Hauts-de-France,non,oui,2619.0,divorcé,2.0,0.35,670.0,10000.0,7589.296723322725,1376.0
Carter,Clayton,36.0,183.6,48.4,H,oui,doctorat,Bretagne,oui,oui,4122.0,divorcé,0.0,0.03,615.0,281.27,37021.24314335338,956.0
Watts,Deborah,29.0,173.0,65.5,H,oui,bac,Auvergne-Rhône-Alpes,oui,non,2083.0,marié,4.0,0.2,430.0,825.08,500.0,1555.0
Williams,Zachary,39.0,186.8,60.2,F,oui,doctorat,Occitanie,non,oui,4064.0,marié,1.0,0.2,586.4,1090.72,38597.406987687675,1127.0
Washington,Robert,43.0,172.0,93.8,F,non,doctorat,Occitanie,non,oui,2119.0,marié,2.0,0.6,682.0,5000.0,27709.49832108441,2233.0
Kennedy,Joseph,69.0,185.5,87.0,H,non,bac,Hauts-de-France,non,non,4204.0,célibataire,3.0,0.79,332.0,874.31,500.0,1441.0
Davis,Jeremy,46.0,160.4,90.0,H,non,master,Normandie,non,non,606.0,célibataire,2.0,0.8,562.0,10000.0,500.0,2147.0
Thornton,Richard,66.0,188.5,73.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3578.0,marié,3.0,0.83,790.0,5000.0,26303.44957979199,761.0
Mcintosh,Kayla,65.0,167.1,49.0,F,non,doctorat,Occitanie,oui,oui,500.0,divorcé,1.0,0.36,580.6,5000.0,500.0,1474.0
Conner,Roy,27.0,164.2,88.7,F,non,bac+2,Corse,oui,oui,2471.0,veuf,5.0,0.8,502.4,10000.0,500.0,2265.0
Bennett,Christopher,19.0,177.1,74.6,H,oui,bac,Île-de-France,oui,oui,3292.0,veuf,2.0,0.93,564.4,10000.0,7560.603246361036,1429.0
Flores,Logan,18.0,177.6,59.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,1775.0,célibataire,1.0,0.41,573.0,5063.804,8427.679988847724,388.0
Moody,Mary,45.0,170.0,77.3,F,oui,doctorat,Occitanie,oui,non,500.0,marié,4.0,0.71,642.0,1257.37,500.0,2031.0
Arnold,Mark,41.0,164.1,40.1,H,non,bac,Île-de-France,oui,oui,2542.0,célibataire,1.0,0.99,763.0,10000.0,10264.314606260545,688.0
Gordon,Jonathan,55.0,188.8,83.9,H,oui,doctorat,Normandie,oui,non,2832.0,marié,3.0,0.68,688.0,5171.356,500.0,803.0
Smith,Andrea,42.0,159.1,72.5,H,non,aucun,Bretagne,non,non,1852.0,marié,3.0,0.65,618.0,10000.0,500.0,2260.0
Howard,Michelle,24.0,159.6,73.1,F,non,bac+2,Île-de-France,non,non,1368.0,célibataire,3.0,0.46,561.0,4619.866,500.0,456.0
Burch,Stephen,19.0,148.9,88.9,F,non,doctorat,Corse,oui,non,2180.0,veuf,2.0,0.11,415.0,4340.468,500.0,380.0
Peterson,Kimberly,64.0,157.1,74.4,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,1185.0,marié,1.0,0.6,423.0,761.76,500.0,1648.0
Smith,Guy,41.0,180.5,51.6,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,1608.0,veuf,3.0,0.05,712.0,6131.3279999999995,19948.55530577029,1031.0
Jones,Heather,38.0,176.6,74.1,H,oui,bac+2,Île-de-France,non,non,1930.0,marié,1.0,0.5,595.0,6067.652,500.0,1215.0
Smith,Sheila,59.0,159.8,93.4,F,non,bac,Hauts-de-France,oui,oui,2403.0,veuf,2.0,0.3,463.2,6024.692,500.0,1053.0
Austin,Gregory,22.0,167.3,101.3,F,oui,master,Hauts-de-France,non,non,1111.0,veuf,3.0,0.94,380.0,3547.5699999999997,500.0,1124.0
Thompson,Barry,63.0,173.6,47.6,F,oui,bac+2,Hauts-de-France,oui,oui,1901.0,célibataire,0.0,0.13,652.0,10000.0,9346.241062621397,966.0
Reilly,Shannon,69.0,181.2,55.0,F,oui,aucun,Île-de-France,non,non,5059.0,célibataire,5.0,0.69,650.4,3330.0379999999996,3578.8122995430704,1647.0
Moore,Jennifer,67.0,165.3,53.5,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2448.0,célibataire,1.0,0.13,413.0,5000.0,500.0,2011.0
Neal,Diane,33.0,175.1,71.6,H,oui,master,Normandie,oui,oui,3860.0,veuf,2.0,0.65,730.2,5000.0,21105.465723365473,585.0
Lopez,Karen,36.0,151.3,85.3,H,oui,bac+2,Hauts-de-France,oui,non,3676.0,divorcé,0.0,0.88,353.0,764.54,500.0,762.0
Dorsey,Gina,59.0,167.7,58.4,F,oui,aucun,Bretagne,oui,non,2897.0,célibataire,2.0,0.75,427.2,5000.0,500.0,1343.0
Hall,Natalie,39.0,187.4,76.7,F,non,bac,Hauts-de-France,oui,non,2327.0,marié,2.0,0.43,547.4,210.57,500.0,2146.0
Bradford,Kathleen,31.0,174.1,66.6,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,1307.0,divorcé,2.0,0.57,593.2,1313.32,6309.4498277366265,863.0
Gardner,Jason,65.0,176.0,61.7,F,oui,master,Bretagne,oui,non,4607.0,marié,0.0,0.52,523.0,867.14,500.0,1706.0
French,Austin,48.0,159.2,72.2,H,oui,master,Normandie,non,oui,3180.0,divorcé,3.0,0.6,596.6,5254.076,36556.59307284404,538.0
Reid,Lauren,53.0,173.8,54.8,F,non,bac,Corse,oui,non,2429.0,marié,5.0,0.79,644.0,5000.0,500.0,843.0
Luna,Gina,48.0,169.6,69.9,H,non,bac,Auvergne-Rhône-Alpes,oui,non,2395.0,marié,2.0,0.4,629.6,10000.0,500.0,1911.0
Hernandez,Susan,66.0,165.6,84.3,F,oui,bac,Île-de-France,non,oui,1976.0,marié,2.0,0.13,380.0,8156.7919999999995,21781.98695875671,1433.0
Mcbride,Anthony,35.0,177.4,84.1,F,non,bac+2,Hauts-de-France,non,oui,1555.0,veuf,2.0,0.51,537.0,5000.0,4723.846046656456,1203.0
Barrett,Javier,56.0,160.0,69.4,H,non,doctorat,Île-de-France,oui,non,1519.0,veuf,3.0,0.54,565.2,5000.0,500.0,1813.0
Medina,Justin,27.0,175.4,68.7,H,oui,aucun,Bretagne,non,non,3179.0,célibataire,1.0,0.94,685.0,5000.0,500.0,898.0
West,Tina,62.0,172.3,72.8,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2423.0,marié,3.0,0.21,594.0,5000.0,13513.468560001344,2205.0
Griffin,Melissa,20.0,187.1,86.7,F,oui,bac,Corse,oui,oui,2487.0,marié,2.0,0.6,560.6,5000.0,500.0,1970.0
Baird,Angela,32.0,162.5,52.9,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,3650.0,marié,2.0,0.39,446.0,841.6,500.0,1418.0
Marquez,Ronald,52.0,156.3,55.2,H,non,aucun,Hauts-de-France,oui,oui,1467.0,marié,2.0,0.51,561.0,10000.0,500.0,1458.0
Taylor,Douglas,32.0,174.2,67.2,H,oui,doctorat,Île-de-France,oui,non,500.0,marié,2.0,0.89,487.0,6000.0,500.0,1690.0
Summers,Samantha,60.0,166.6,62.8,F,non,doctorat,Hauts-de-France,non,non,1996.0,divorcé,3.0,0.99,541.0,10000.0,500.0,853.0
Perez,Troy,62.0,171.8,41.0,F,oui,bac,Hauts-de-France,oui,oui,2003.0,divorcé,4.0,0.69,625.8,904.17,1428.5107814896191,1206.0
Watson,Emily,18.0,173.4,55.4,H,non,doctorat,Occitanie,oui,non,795.0,veuf,2.0,0.3,307.0,10000.0,500.0,2145.0
Thompson,Richard,39.0,186.5,63.3,H,oui,aucun,Auvergne-Rhône-Alpes,non,oui,2621.0,marié,2.0,0.46,549.4,4312.57,17700.961735700923,1365.0
Jones,Jeanette,36.0,179.3,56.7,H,non,bac,Île-de-France,oui,oui,2698.0,divorcé,3.0,0.71,658.2,5170.654,1365.6135455569474,355.0
Smith,Angela,51.0,180.0,57.3,F,non,master,Normandie,non,oui,751.0,célibataire,5.0,0.24,765.0,10000.0,5304.565695489534,912.0
Ramirez,Jordan,57.0,154.5,49.9,F,oui,bac,Hauts-de-France,oui,oui,2377.0,marié,3.0,0.31,638.0,5000.0,7964.866269439541,1988.0
Sanchez,Michael,71.0,176.9,97.2,H,non,bac,Hauts-de-France,non,oui,1156.0,marié,3.0,0.69,448.0,5000.0,500.0,645.0
Aguirre,Kathy,48.0,154.6,52.5,H,oui,doctorat,Bretagne,oui,oui,4514.0,marié,1.0,0.73,674.4,10000.0,34340.561702198414,1042.0
King,Melissa,46.0,163.4,79.0,F,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,3260.0,marié,0.0,0.05,545.4,6220.738,12967.610492373218,2174.0
Estrada,Daniel,60.0,172.0,77.0,F,oui,doctorat,Occitanie,non,oui,1698.0,marié,2.0,0.46,387.0,3471.124,25591.639696246308,1451.0
Mccoy,Cynthia,25.0,178.6,61.4,F,oui,doctorat,Île-de-France,non,oui,2358.0,marié,1.0,0.48,798.0,5385.375999999999,39095.70132515807,1218.0
Knight,James,66.0,173.9,76.3,F,non,master,Corse,oui,non,3443.0,marié,1.0,0.42,543.2,1068.71,500.0,1594.0
Williams,Brent,44.0,175.6,82.6,H,non,bac,Corse,oui,oui,4021.0,marié,2.0,0.96,506.0,5000.0,500.0,2050.0
Carpenter,Henry,29.0,171.5,79.4,H,oui,master,Hauts-de-France,oui,oui,500.0,divorcé,2.0,0.46,629.0,514.54,7920.423808612631,800.0
Morris,Brian,62.0,172.9,59.9,H,oui,aucun,Occitanie,oui,non,3388.0,divorcé,4.0,0.48,840.0,10000.0,500.0,538.0
Phillips,Christina,66.0,164.7,87.5,H,non,aucun,Occitanie,non,non,1047.0,divorcé,2.0,0.55,682.8,10000.0,500.0,2102.0
Nunez,Christopher,37.0,173.3,40.2,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3079.0,célibataire,2.0,0.15,313.0,10000.0,500.0,636.0
May,Victor,25.0,171.9,82.6,F,oui,doctorat,Île-de-France,oui,oui,2819.0,marié,3.0,0.08,600.2,10000.0,21615.341955334683,888.0
Bennett,Rachel,39.0,174.2,91.3,F,non,bac,Île-de-France,oui,oui,3868.0,veuf,1.0,0.84,580.2,5000.0,6659.447214207712,683.0
Oliver,Roger,58.0,179.0,65.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3764.0,marié,3.0,0.21,647.2,5000.0,26612.43910076703,480.0
Schultz,Tina,69.0,182.4,61.5,F,non,doctorat,Hauts-de-France,oui,oui,1604.0,divorcé,3.0,0.88,615.0,10000.0,500.0,1513.0
Wells,Emily,52.0,168.8,59.6,H,oui,aucun,Corse,oui,non,3034.0,marié,3.0,0.28,541.8,5000.0,500.0,590.0
Wheeler,Lisa,69.0,158.4,74.0,F,oui,master,Auvergne-Rhône-Alpes,oui,oui,2030.0,marié,0.0,0.25,509.0,5111.468,17858.7134257502,587.0
Le,Ronald,18.0,179.0,51.9,H,non,doctorat,Corse,oui,oui,2028.0,divorcé,2.0,0.97,631.2,1690.22,500.0,788.0
Porter,Pedro,40.0,172.8,56.9,F,non,bac+2,Occitanie,non,oui,1145.0,marié,4.0,0.33,582.6,289.98,4885.126472172284,1176.0
Hunt,Bradley,62.0,177.1,42.5,F,oui,bac+2,Île-de-France,non,non,2721.0,marié,2.0,0.95,746.0,5000.0,3566.516472585042,1344.0
Boyd,Austin,53.0,170.3,61.2,H,non,master,Auvergne-Rhône-Alpes,non,non,4096.0,divorcé,1.0,0.08,532.2,931.21,10957.563256599551,870.0
Cole,Dawn,39.0,170.3,63.5,F,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,4592.0,marié,1.0,0.37,675.6,761.03,39913.545442220304,2193.0
Bates,Lindsay,39.0,180.1,50.8,H,oui,bac,Normandie,non,non,2575.0,célibataire,4.0,0.98,521.4,714.84,500.0,2062.0
Rogers,April,24.0,165.6,55.8,H,non,aucun,Auvergne-Rhône-Alpes,non,non,3348.0,marié,1.0,0.73,577.0,6151.768,500.0,2095.0
Lester,Sarah,34.0,160.6,64.3,H,oui,doctorat,Occitanie,oui,oui,1801.0,veuf,3.0,0.69,719.0,3155.0240000000003,26375.556848313485,1360.0
Chavez,Nathan,68.0,152.1,71.8,H,non,bac+2,Bretagne,non,non,1892.0,célibataire,2.0,0.51,479.0,806.63,500.0,1876.0
Schmidt,Mark,60.0,176.3,80.1,H,oui,master,Provence-Alpes-Côte d’Azur,oui,oui,1855.0,marié,3.0,0.42,703.0,5000.0,21260.31115423613,1014.0
Curtis,Sarah,54.0,186.7,51.8,H,oui,aucun,Hauts-de-France,non,non,4398.0,célibataire,2.0,0.2,458.0,10000.0,500.0,1934.0
Hernandez,Rebecca,44.0,179.9,62.2,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,1699.0,divorcé,2.0,0.07,517.0,4498.926,10595.161518636263,900.0
Floyd,Leslie,18.0,161.1,77.2,F,oui,master,Occitanie,non,oui,2212.0,marié,2.0,0.04,834.0,4435.806,35080.871417525945,1210.0
Curtis,Monique,59.0,185.8,88.7,F,oui,aucun,Occitanie,non,oui,1693.0,marié,0.0,0.66,510.0,10000.0,9210.633097072685,1989.0
Oneill,Kristen,19.0,178.5,63.3,F,oui,master,Hauts-de-France,oui,oui,1985.0,divorcé,2.0,0.92,473.4,4079.744,4702.812188676967,1599.0
West,Pamela,34.0,174.2,57.5,F,non,bac,Hauts-de-France,non,non,1370.0,marié,1.0,0.13,330.0,1153.82,500.0,634.0
Luna,Jake,61.0,154.1,60.6,H,oui,bac+2,Normandie,non,oui,1226.0,marié,1.0,0.6,741.6,5000.0,21253.504165053688,1960.0
Navarro,Benjamin,54.0,166.2,86.4,F,oui,master,Île-de-France,oui,oui,1434.0,marié,3.0,0.23,588.4,5000.0,9332.083526883216,1118.0
Ellis,Ashley,73.0,184.4,68.2,F,oui,doctorat,Hauts-de-France,oui,oui,1579.0,marié,3.0,0.01,445.0,10000.0,15798.705570103417,435.0
Shaffer,Joanna,23.0,181.2,87.2,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2756.0,veuf,2.0,0.39,704.6,8000.0,14985.199597962728,1482.0
Chang,Lisa,54.0,172.5,90.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,non,2154.0,marié,2.0,0.6,527.4,3558.468,500.0,2225.0
Jackson,Ashlee,56.0,175.6,80.4,H,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3474.0,marié,2.0,0.26,791.0,644.49,34488.74999640782,741.0
Buck,Anne,54.0,172.8,87.0,F,oui,bac,Normandie,non,oui,3485.0,marié,2.0,0.76,547.0,10000.0,19345.667584174094,1924.0
Mckee,Sandra,26.0,173.3,77.6,F,non,aucun,Île-de-France,oui,oui,4095.0,marié,0.0,0.51,510.0,5000.0,7532.138945560896,2067.0
Diaz,Ashley,70.0,171.5,40.6,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,non,1074.0,marié,2.0,0.63,577.4,5000.0,500.0,1354.0
Medina,Tammy,31.0,171.3,54.7,H,oui,master,Normandie,oui,non,1381.0,célibataire,4.0,0.48,510.8,6259.454,500.0,825.0
Rodriguez,Christopher,38.0,159.1,64.3,F,oui,aucun,Corse,non,oui,2044.0,célibataire,2.0,0.8,377.0,1332.12,500.0,1820.0
Baird,Nicholas,27.0,162.9,75.6,F,oui,aucun,Bretagne,non,oui,3093.0,célibataire,2.0,0.64,693.0,7082.995999999999,20681.097315600247,1846.0
Miller,John,30.0,172.3,51.6,H,non,aucun,Normandie,oui,non,3730.0,divorcé,1.0,0.34,387.0,4339.11,500.0,1275.0
Warner,Steven,74.0,178.2,75.9,H,non,bac,Auvergne-Rhône-Alpes,non,oui,2118.0,marié,3.0,0.43,634.2,4414.168,8894.289806602754,1556.0
Hoffman,Samantha,18.0,171.6,75.4,H,oui,master,Hauts-de-France,non,non,1939.0,divorcé,4.0,0.38,386.0,7000.0,500.0,600.0
Ramsey,Rodney,49.0,146.0,56.6,H,non,bac,Bretagne,non,non,2961.0,veuf,4.0,0.71,639.0,3493.1220000000003,500.0,1463.0
West,Lindsay,40.0,178.3,53.6,H,non,bac,Occitanie,oui,oui,1163.0,veuf,4.0,0.77,342.0,1448.43,500.0,983.0
Anthony,Sharon,40.0,156.2,54.5,H,oui,bac+2,Occitanie,oui,oui,3053.0,veuf,5.0,0.19,565.4,5000.0,23766.59476410503,1215.0
Knight,Thomas,38.0,163.3,104.1,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3685.0,marié,1.0,0.68,523.0,10000.0,32008.185485476926,2003.0
Andrews,James,68.0,167.8,64.5,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1454.0,divorcé,2.0,0.11,577.0,5000.0,500.0,2175.0
Rice,Karen,50.0,163.2,88.0,F,non,aucun,Auvergne-Rhône-Alpes,non,non,500.0,marié,1.0,0.94,585.4,788.75,500.0,1498.0
Kelly,Paul,50.0,170.4,53.1,H,oui,bac+2,Occitanie,oui,oui,2558.0,marié,1.0,0.88,576.0,778.72,11500.035406653124,859.0
Valdez,William,20.0,180.3,53.5,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3693.0,célibataire,3.0,0.17,643.6,10000.0,15425.10876755011,951.0
Freeman,Nicole,36.0,179.1,74.7,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,500.0,célibataire,5.0,0.08,546.0,5248.548,12737.218091515948,1982.0
Austin,Sarah,34.0,156.6,66.8,F,non,bac+2,Île-de-France,non,oui,3770.0,veuf,1.0,0.63,681.2,7188.364,24198.55602015513,943.0
Hernandez,Michael,47.0,157.0,78.3,F,oui,bac+2,Hauts-de-France,non,non,612.0,veuf,3.0,0.19,743.0,5232.785999999999,500.0,1958.0
Choi,Amanda,23.0,162.2,79.6,F,non,bac+2,Bretagne,oui,non,500.0,veuf,0.0,0.61,591.4,643.82,500.0,1965.0
Flores,Nicole,58.0,162.1,43.0,F,oui,aucun,Corse,non,non,991.0,célibataire,2.0,0.8,827.0,10000.0,500.0,502.0
Davis,Erin,31.0,183.6,87.7,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3535.0,marié,4.0,0.55,654.0,692.43,19835.925397388615,384.0
Sanders,Kent,53.0,167.8,65.8,F,non,aucun,Bretagne,oui,non,2076.0,marié,2.0,0.48,638.2,4169.414,500.0,1689.0
Johnson,Samantha,34.0,173.5,68.6,H,non,master,Provence-Alpes-Côte d’Azur,oui,oui,2018.0,veuf,3.0,0.45,509.0,581.42,1836.7844760802932,2249.0
Kennedy,Victoria,25.0,174.6,72.6,F,oui,aucun,Île-de-France,oui,non,2383.0,marié,1.0,0.03,688.2,5000.0,500.0,608.0
Page,Cheryl,58.0,166.2,75.0,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,921.0,marié,1.0,0.04,474.4,4334.854,1167.099525275034,290.0
Guerra,John,67.0,157.0,75.6,H,non,doctorat,Hauts-de-France,oui,oui,3214.0,célibataire,2.0,0.74,491.0,887.92,11242.995545552798,1217.0
Burke,Kaylee,28.0,152.2,75.3,H,oui,master,Hauts-de-France,non,oui,4233.0,divorcé,0.0,0.32,493.2,10000.0,30444.417526066572,572.0
Perkins,Raymond,73.0,158.8,80.3,H,non,bac,Hauts-de-France,non,non,2863.0,marié,2.0,0.91,519.4,10000.0,500.0,1843.0
Williams,Andrew,75.0,179.6,80.6,H,oui,aucun,Corse,non,non,2028.0,divorcé,3.0,0.8,525.2,5000.0,500.0,2046.0
Rodriguez,Joshua,40.0,174.1,50.9,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,3621.0,divorcé,3.0,0.91,579.2,10000.0,500.0,2181.0
Patterson,Carol,33.0,142.79999999999995,86.8,F,oui,master,Île-de-France,oui,oui,500.0,célibataire,3.0,0.27,632.4,5000.0,7941.080263849743,1249.0
Shaw,Margaret,20.0,165.2,43.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2384.0,marié,2.0,0.21,823.0,5000.0,18259.874610043164,603.0
Lowery,Kendra,43.0,178.7,84.0,H,oui,bac,Corse,non,oui,937.0,marié,2.0,0.4,631.6,5000.0,11155.671648827018,2112.0
White,Christopher,19.0,174.8,78.9,H,oui,doctorat,Hauts-de-France,oui,oui,2990.0,marié,3.0,0.62,729.4,8000.0,24511.42535744556,796.0
Powell,Pamela,19.0,167.2,87.2,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,2109.0,marié,2.0,0.81,653.0,919.31,15669.04398561741,2199.0
Baker,Brenda,19.0,163.7,65.8,F,non,aucun,Provence-Alpes-Côte d’Azur,non,non,1811.0,marié,2.0,0.46,675.0,10000.0,500.0,850.0
Zimmerman,Lisa,34.0,164.7,66.1,H,non,aucun,Bretagne,oui,non,3319.0,divorcé,3.0,0.72,582.8,5000.0,500.0,647.0
Hendricks,Dennis,59.0,167.5,77.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,1982.0,marié,3.0,0.99,582.0,5000.0,500.0,2031.0
Short,Darren,54.0,180.6,86.3,H,non,master,Hauts-de-France,oui,non,1185.0,marié,2.0,0.0,557.0,5000.0,500.0,1455.0
Mitchell,Jeffrey,18.0,157.7,73.1,H,non,master,Auvergne-Rhône-Alpes,oui,oui,2304.0,marié,3.0,0.6,368.0,10000.0,18449.42315980984,1655.0
Oneal,Emma,75.0,177.9,89.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,3711.0,marié,3.0,0.97,451.0,5000.0,23727.3912340518,1403.0
Gilbert,David,41.0,173.5,69.2,F,oui,bac,Auvergne-Rhône-Alpes,oui,non,2841.0,divorcé,3.0,0.34,542.0,3468.7940000000003,500.0,2118.0
Taylor,Donna,50.0,168.2,74.4,H,oui,bac+2,Île-de-France,oui,oui,1399.0,célibataire,5.0,0.11,559.8,10000.0,8067.806029332422,991.0
